data,cota_obs_cm
2015-03-19,169.0
2015-03-20,162.0
2015-03-21,155.0
2015-03-22,148.0
2015-03-23,138.0
2015-03-24,128.0
2015-03-25,119.0
2015-03-26,115.0
2015-03-27,115.0
2015-03-28,120.0
2015-03-29,155.0
2015-03-30,188.0
2015-03-31,195.0
2015-04-01,194.0
2015-04-02,184.0
2015-04-03,165.0
2015-04-04,148.0
2015-04-05,138.0
2015-04-06,131.0
2015-04-07,127.0
2015-04-08,122.0
2015-04-09,119.0
2015-04-10,117.0
2015-04-11,116.0
2015-04-12,116.0
2015-04-13,116.0
2015-04-14,116.0
2015-04-15,115.0
2015-04-16,113.0
2015-04-17,112.0
2015-04-18,111.0
2015-04-19,110.0
2015-04-20,110.0
2015-04-21,118.0
2015-04-22,130.0
2015-04-23,143.0
2015-04-24,151.0
2015-04-25,153.0
2015-04-26,143.0
2015-04-27,133.0
2015-04-28,119.0
2015-04-29,117.0
2015-04-30,115.0
2015-05-01,114.0
2015-05-02,111.0
2015-05-03,109.0
2015-05-04,145.0
2015-05-05,148.0
2015-05-06,139.0
2015-05-07,135.0
2015-05-08,129.0
2015-05-09,126.0
2015-05-10,135.0
2015-05-11,138.0
2015-05-12,136.0
2015-05-13,134.0
2015-05-14,132.0
2015-05-15,130.0
2015-05-16,128.0
2015-05-17,126.0
2015-05-18,124.0
2015-05-19,122.0
2015-05-20,121.0
2015-05-21,126.0
2015-05-22,130.0
2015-05-23,128.0
2015-05-24,125.0
2015-05-25,165.0
2015-05-26,210.0
2015-05-27,245.0
2015-05-28,270.0
2015-05-29,315.0
2015-05-30,285.0
2015-05-31,247.0
2015-06-01,220.0
2015-06-02,173.0
2015-06-03,154.0
2015-06-04,144.0
2015-06-05,139.0
2015-06-06,136.0
2015-06-07,133.0
2015-06-08,129.0
2015-06-09,125.0
2015-06-10,123.0
2015-06-11,120.0
2015-06-12,133.0
2015-06-13,155.0
2015-06-14,175.0
2015-06-15,195.0
2015-06-16,185.0
2015-06-17,177.0
2015-06-18,179.0
2015-06-19,169.0
2015-06-20,163.0
2015-06-21,156.0
2015-06-22,149.0
2015-06-23,145.0
2015-06-24,139.0
2015-06-25,136.0
2015-06-26,133.0
2015-06-27,130.0
2015-06-28,128.0
2015-06-29,126.0
2015-06-30,125.0
2015-07-01,125.0
2015-07-02,123.0
2015-07-03,124.0
2015-07-04,129.0
2015-07-05,126.0
2015-07-06,123.0
2015-07-07,125.0
2015-07-08,155.0
2015-07-09,178.0
2015-07-10,185.0
2015-07-11,213.0
2015-07-12,205.0
2015-07-13,222.0
2015-07-14,227.0
2015-07-15,229.0
2015-07-16,238.0
2015-07-17,275.0
2015-07-18,288.0
