id.horEstacao,id.horDataHora,horQChuva,horChuva,horQNivelAdotado,horNivelAdotado,horQVazao,horVazao
253549130,2020-05-17T20:00:00.000+0000,0.0,0.0,,,,
253549130,2020-05-17T20:15:00.000+0000,0.0,0.0,,,,
253549130,2020-05-17T20:30:00.000+0000,0.0,0.0,,,,
253549130,2020-05-17T20:45:00.000+0000,0.0,0.0,0.0,89.0,,
253549130,2020-05-17T21:00:00.000+0000,0.0,0.0,0.0,90.0,,
253549130,2020-05-17T21:15:00.000+0000,0.0,0.0,0.0,90.0,,
253549130,2020-05-17T21:30:00.000+0000,0.0,0.0,0.0,90.0,,
253549130,2020-05-17T21:45:00.000+0000,0.0,0.0,0.0,91.0,,
253549130,2020-05-17T22:00:00.000+0000,0.0,0.0,0.0,91.0,,
253549130,2020-05-17T22:15:00.000+0000,0.0,0.0,0.0,91.0,,
253549130,2020-05-17T22:30:00.000+0000,0.0,0.0,0.0,91.0,,
253549130,2020-05-17T22:45:00.000+0000,0.0,0.0,0.0,92.0,,
253549130,2020-05-17T23:00:00.000+0000,0.0,0.0,0.0,92.0,,
253549130,2020-05-17T23:15:00.000+0000,0.0,0.0,0.0,92.0,,
253549130,2020-05-17T23:30:00.000+0000,0.0,0.0,0.0,92.0,,
253549130,2020-05-17T23:45:00.000+0000,0.0,0.0,0.0,92.0,,
253549130,2020-05-18T00:00:00.000+0000,0.0,0.0,0.0,93.0,,
253549130,2020-05-18T00:15:00.000+0000,0.0,0.0,0.0,93.0,,
253549130,2020-05-18T00:30:00.000+0000,0.0,0.0,0.0,93.0,,
253549130,2020-05-18T00:45:00.000+0000,0.0,0.0,0.0,93.0,,
253549130,2020-05-18T01:00:00.000+0000,0.0,0.0,0.0,93.0,,
253549130,2020-05-18T01:15:00.000+0000,0.0,0.0,0.0,93.0,,
253549130,2020-05-18T01:30:00.000+0000,0.0,0.0,0.0,93.0,,
253549130,2020-05-18T01:45:00.000+0000,0.0,0.0,0.0,93.0,,
253549130,2020-05-18T02:00:00.000+0000,0.0,0.0,0.0,93.0,,
253549130,2020-05-18T02:15:00.000+0000,0.0,0.0,0.0,93.0,,
253549130,2020-05-18T02:30:00.000+0000,0.0,0.0,0.0,93.0,,
253549130,2020-05-18T02:45:00.000+0000,0.0,0.0,0.0,93.0,,
253549130,2020-05-18T03:00:00.000+0000,0.0,0.0,0.0,93.0,,
253549130,2020-05-18T03:15:00.000+0000,0.0,0.0,0.0,94.0,,
253549130,2020-05-18T03:30:00.000+0000,0.0,0.0,0.0,94.0,,
253549130,2020-05-18T03:45:00.000+0000,0.0,0.0,0.0,94.0,,
253549130,2020-05-18T04:00:00.000+0000,0.0,0.0,0.0,94.0,,
253549130,2020-05-18T04:15:00.000+0000,0.0,0.0,0.0,94.0,,
253549130,2020-05-18T04:30:00.000+0000,0.0,0.0,0.0,94.0,,
253549130,2020-05-18T04:45:00.000+0000,0.0,0.0,0.0,94.0,,
253549130,2020-05-18T05:00:00.000+0000,0.0,0.0,0.0,94.0,,
253549130,2020-05-18T05:15:00.000+0000,0.0,0.0,0.0,94.0,,
253549130,2020-05-18T05:30:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-18T05:45:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-18T06:00:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-18T06:15:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-18T06:30:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-18T06:45:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-18T07:00:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-18T07:15:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-18T07:30:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-18T07:45:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-18T08:00:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-18T08:15:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-18T08:30:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-18T08:45:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-18T09:00:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-18T09:15:00.000+0000,0.0,0.0,0.0,96.0,,
253549130,2020-05-18T09:30:00.000+0000,0.0,0.0,0.0,96.0,,
253549130,2020-05-18T09:45:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-18T10:00:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-18T10:15:00.000+0000,0.0,0.0,0.0,96.0,,
253549130,2020-05-18T10:30:00.000+0000,0.0,0.0,0.0,96.0,,
253549130,2020-05-18T10:45:00.000+0000,0.0,0.0,0.0,96.0,,
253549130,2020-05-18T11:00:00.000+0000,0.0,0.0,0.0,96.0,,
253549130,2020-05-18T11:15:00.000+0000,0.0,0.0,0.0,96.0,,
253549130,2020-05-18T11:30:00.000+0000,0.0,0.0,0.0,96.0,,
253549130,2020-05-18T11:45:00.000+0000,0.0,0.0,0.0,96.0,,
253549130,2020-05-18T12:00:00.000+0000,0.0,0.0,0.0,96.0,,
253549130,2020-05-18T12:15:00.000+0000,0.0,0.0,0.0,96.0,,
253549130,2020-05-18T12:30:00.000+0000,0.0,0.0,0.0,96.0,,
253549130,2020-05-18T12:45:00.000+0000,0.0,0.0,0.0,96.0,,
253549130,2020-05-18T13:00:00.000+0000,0.0,0.0,0.0,96.0,,
253549130,2020-05-18T13:15:00.000+0000,0.0,0.0,0.0,96.0,,
253549130,2020-05-18T13:30:00.000+0000,0.0,0.0,0.0,96.0,,
253549130,2020-05-18T13:45:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-18T14:00:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-18T14:15:00.000+0000,0.0,0.0,0.0,95.0,,
253549130,2020-05-18T14:30:00.000+0000,0.0,0.0,0.0,94.0,,
253549130,2020-05-18T14:45:00.000+0000,0.0,0.0,0.0,94.0,,
253549130,2020-05-18T15:00:00.000+0000,0.0,0.0,0.0,93.0,,
253549130,2020-05-18T15:15:00.000+0000,0.0,0.0,0.0,93.0,,
253549130,2020-05-18T15:30:00.000+0000,0.0,0.0,0.0,93.0,,
253549130,2020-05-18T15:45:00.000+0000,0.0,0.0,0.0,93.0,,
253549130,2020-05-18T16:00:00.000+0000,0.0,0.0,0.0,92.0,,
253549130,2020-05-18T16:15:00.000+0000,0.0,0.0,0.0,91.0,,
